0.00000000E+0 1.01828125E+0 1.00000001E-1 2.92972500E+2
1.20000005E+0 1.01825000E+0 1.20000005E+0 2.92972500E+2
2.20000005E+0 1.01818750E+0 2.29999995E+0 2.92972500E+2
3.20000005E+0 1.01825000E+0 3.29999995E+0 2.92972500E+2
4.19999981E+0 1.01821875E+0 4.30000019E+0 2.92972500E+2
5.19999981E+0 1.01815625E+0 5.30000019E+0 2.92972500E+2
6.30000019E+0 1.01818750E+0 6.30000019E+0 2.92972500E+2
7.30000019E+0 1.01815625E+0 7.30000019E+0 2.92972500E+2
8.30000019E+0 1.01821875E+0 8.30000019E+0 2.92972500E+2
9.30000019E+0 1.01821875E+0 9.30000019E+0 2.92972500E+2
1.03000002E+1 1.01825000E+0 1.03999996E+1 2.92972500E+2
1.13000002E+1 1.01821875E+0 1.13999996E+1 2.92972500E+2
1.23000002E+1 1.01821875E+0 1.23999996E+1 2.92972500E+2
1.33000002E+1 1.01821875E+0 1.33999996E+1 2.92972500E+2
1.43000002E+1 1.01821875E+0 1.43999996E+1 2.92972500E+2
1.53000002E+1 1.01825000E+0 1.53999996E+1 2.92972500E+2
1.62999992E+1 1.01828125E+0 1.62999992E+1 2.92972500E+2
1.72999992E+1 1.01821875E+0 1.73999996E+1 2.92972500E+2
1.82999992E+1 1.01821875E+0 1.83999996E+1 2.92972500E+2
1.92999992E+1 1.01821875E+0 1.93999996E+1 2.92972500E+2
2.02999992E+1 1.01821875E+0 2.03999996E+1 2.93035000E+2
2.12999992E+1 1.01825000E+0 2.13999996E+1 2.92972500E+2
2.22999992E+1 1.01828125E+0 2.23999996E+1 2.92972500E+2
2.32999992E+1 1.01821875E+0 2.33999996E+1 2.92972500E+2
2.42999992E+1 1.01818750E+0 2.43999996E+1 2.92972500E+2
2.52999992E+1 1.01821875E+0 2.53999996E+1 2.92972500E+2
2.62999992E+1 1.01825000E+0 2.63999996E+1 2.93035000E+2
2.72999992E+1 1.01821875E+0 2.73999996E+1 2.92972500E+2
